year,month,rain_mm,Kinneret_Level_end_of_month,tmp_air_max,tmp_air_min,rain_day,sns_drt,Date,Kinneret_Level_end_of_last_month,Change_from_last_month,tmp_air_max_binned,tmp_air_min_binned
1996,10,713.6269419624541,-211.39,26.352920203735135,14.98463403131485,20,519.6774193548387,1996-10-01,-211.08,-0.30999999999997385,23-28,12-16
1996,11,373.7749440446118,-211.51,23.498050682261205,13.43453216374269,18,435.4,1996-11-01,-211.39,-0.12000000000000455,23-28,12-16
1996,12,1174.0981708764516,-211.47,18.786295038671952,9.606592873708625,26,347.1290322580645,1996-12-01,-211.51,0.03999999999999204,17-23,8-12
1997,1,1115.3085054687901,-211.45,17.24187120149603,7.8102166475413295,22,358.64516129032256,1997-01-01,-211.47,0.020000000000010232,11-17,3-8
1997,2,1910.1951017377132,-210.94,14.826766304347828,4.7748732052109375,17,411.85714285714283,1997-02-01,-211.45,0.5099999999999909,11-17,3-8
1997,3,1333.4765560963303,-210.44,16.841331442050233,7.42999277487356,21,381.6774193548387,1997-03-01,-210.94,0.5,11-17,3-8
1997,4,371.5699668874921,-210.24,21.522954194115066,10.257829192546582,13,460.1,1997-04-01,-210.44,0.19999999999998863,17-23,8-12
1997,5,86.51372136359409,-210.28,28.656075268817197,14.935021505376346,5,716.4193548387096,1997-05-01,-210.24,-0.03999999999999204,23-28,12-16
1997,6,1.875,-210.6,30.420272222222227,18.09307222222223,1,725.2,1997-06-01,-210.28,-0.3199999999999932,28-31,16-19
1997,7,0.0,-210.97,31.933118279569904,20.941870967741938,0,725.7096774193549,1997-07-01,-210.6,-0.37000000000000455,31-34,19-23
1997,8,4.904761904761905,-211.46,30.494088762803347,19.97820848739853,2,676.258064516129,1997-08-01,-210.97,-0.4900000000000091,28-31,19-23
1997,9,76.51016806311551,-211.79,29.800559947299075,18.274421146245064,5,598.3,1997-09-01,-211.46,-0.3299999999999841,28-31,16-19
1997,10,503.55984040463903,-211.98,28.105871374534775,16.23885282296012,17,466.06451612903226,1997-10-01,-211.79,-0.18999999999999773,23-28,12-16
1997,11,1013.9201747264194,-212.11,22.841174863542253,13.053180566534918,21,414.9,1997-11-01,-211.98,-0.13000000000002387,17-23,12-16
1997,12,1593.5267249940346,-212.01,17.641381720430104,9.682564516129034,25,342.19354838709677,1997-12-01,-212.11,0.10000000000002274,11-17,8-12
1998,1,1654.2720570702122,-211.72,14.840269263462112,7.295352479918398,26,284.3225806451613,1998-01-01,-212.01,0.28999999999999204,11-17,3-8
1998,2,723.9447396017772,-211.36,16.54086309523809,7.424035714285712,18,395.4642857142857,1998-02-01,-211.72,0.3599999999999852,11-17,3-8
1998,3,1411.1001200471628,-210.86,17.89579032258065,8.139348293595138,21,357.48387096774195,1998-03-01,-211.36,0.5,11-17,3-8
1998,4,289.5220226943028,-210.46,24.6544,12.818455555555557,17,574.8,1998-04-01,-210.86,0.4000000000000057,23-28,12-16
1998,5,179.1468171423203,-210.5,28.242182795698927,15.833005376344085,14,558.2903225806451,1998-05-01,-210.46,-0.03999999999999204,23-28,12-16
1998,6,0.0,-210.8,29.807931884057965,18.031575845410625,0,729.8,1998-06-01,-210.5,-0.30000000000001137,28-31,16-19
1998,7,0.0,-211.08,32.512752382493616,20.618883338727656,0,720.7741935483871,1998-07-01,-210.8,-0.28000000000000114,31-34,19-23
1998,8,0.0,-211.61,33.8664270687237,21.83287821411875,0,684.7741935483871,1998-08-01,-211.08,-0.5300000000000011,31-34,19-23
1998,9,107.50666143882741,-211.93,32.19489130434783,20.362119565217384,8,617.6,1998-09-01,-211.61,-0.3199999999999932,31-34,19-23
1998,10,45.45180327868852,-212.2,29.45188172043011,16.83611500701262,5,578.9032258064516,1998-10-01,-211.93,-0.2699999999999818,28-31,16-19
1998,11,219.91264735801408,-212.42,25.53835,14.179216666666663,15,457.3,1998-11-01,-212.2,-0.21999999999999886,23-28,12-16
1998,12,1283.798744194973,-212.41,19.34861315013489,10.89437143170839,22,325.4,1998-12-01,-212.42,0.009999999999990905,17-23,8-12
1999,1,1265.4388703578213,-212.22,17.76894907243295,8.096421547389287,21,365.4193548387097,1999-01-01,-212.41,0.18999999999999773,11-17,3-8
1999,2,434.59449539657487,-212.04,18.103026819999645,7.998716729928687,15,375.5357142857143,1999-02-01,-212.22,0.18000000000000682,17-23,3-8
1999,3,456.6548927487925,-211.91,20.96394495933851,9.916328349811108,19,477.1034482758621,1999-03-01,-212.04,0.12999999999999545,17-23,8-12
1999,4,336.8895577000862,-211.76,23.713815384615383,11.727697435897435,8,568.8,1999-04-01,-211.91,0.15000000000000568,23-28,8-12
1999,5,0.5,-211.88,29.65290322580645,16.17552357320099,1,687.9677419354839,1999-05-01,-211.76,-0.12000000000000455,28-31,12-16
1999,6,96.475,-212.07,30.446574358974367,18.98013846153846,5,707.7,1999-06-01,-211.88,-0.18999999999999773,28-31,16-19
1999,7,0.0,-212.3,32.254611248966086,21.445021091811416,0,708.6774193548387,1999-07-01,-212.07,-0.2300000000000182,31-34,19-23
1999,8,0.0,-212.6,33.044854720548265,21.891282025023955,0,685.258064516129,1999-08-01,-212.3,-0.29999999999998295,31-34,19-23
1999,9,30.33030303030303,-212.8,31.967152014652022,20.367430402930403,6,620.1,1999-09-01,-212.6,-0.20000000000001705,31-34,19-23
1999,10,116.60732371265539,-212.99,28.368487665261856,17.070019496632398,10,522.9677419354839,1999-10-01,-212.8,-0.18999999999999773,23-28,16-19
1999,11,269.9051257856416,-213.11,24.159047619047612,12.613668430335094,12,483.6,1999-11-01,-212.99,-0.12000000000000455,23-28,12-16
1999,12,556.6401970842702,-213.12,20.419124423963133,9.861405529953915,8,385.4516129032258,1999-12-01,-213.11,-0.009999999999990905,17-23,8-12
2000,1,3281.6625227369127,-212.56,14.55029409061667,6.962815917654626,24,285.0967741935484,2000-01-01,-213.12,0.5600000000000023,11-17,3-8
2000,2,807.9527204039227,-212.16,16.48725316828765,6.952215345318793,20,421.2413793103448,2000-02-01,-212.56,0.4000000000000057,11-17,3-8
2000,3,576.1713964505582,-211.94,17.90148515761419,7.792416138222589,15,452.7096774193548,2000-03-01,-212.16,0.21999999999999886,17-23,3-8
2000,4,257.934828824849,-211.92,24.626699905033238,13.067663817663819,10,506.8,2000-04-01,-211.94,0.020000000000010232,23-28,12-16
2000,5,137.55555555555554,-212.14,26.979523940814264,14.626004043745981,2,696.9677419354839,2000-05-01,-211.92,-0.21999999999999886,23-28,12-16
2000,6,1.0,-212.47,30.842953276353274,19.06806647673314,1,743.7,2000-06-01,-212.14,-0.3300000000000125,28-31,16-19
2000,7,0.0,-212.91,33.64742362834298,22.152829151732373,0,720.483870967742,2000-07-01,-212.47,-0.4399999999999977,31-34,19-23
2000,8,0.0,-213.32,32.14927157430383,22.057696948809856,0,662.4193548387096,2000-08-01,-212.91,-0.4099999999999966,31-34,19-23
2000,9,77.32419540866098,-213.56,30.61283076923077,20.203692307692315,6,601.8,2000-09-01,-213.32,-0.2400000000000091,28-31,19-23
2000,10,1008.5681599673899,-213.71,26.767558312655083,16.684550868486355,20,458.9032258064516,2000-10-01,-213.56,-0.15000000000000568,23-28,16-19
2000,11,406.5086690768388,-213.8,23.63118675704883,12.225262795952448,8,471.1034482758621,2000-11-01,-213.71,-0.09000000000000341,23-28,12-16
2000,12,1202.6550652752426,-213.65,17.992335263303012,9.9569984376436,21,324.96774193548384,2000-12-01,-213.8,0.15000000000000568,17-23,8-12
2001,1,913.8079860342754,-213.51,17.521598842018197,7.9617766749379655,18,377.4193548387097,2001-01-01,-213.65,0.14000000000001478,11-17,3-8
2001,2,1097.9831461639649,-213.22,17.284447496947497,7.923582417582415,19,379.5,2001-02-01,-213.51,0.28999999999999204,11-17,3-8
2001,3,251.64746792722622,-213.06,23.90118030032406,11.854101390194659,13,525.3870967741935,2001-03-01,-213.22,0.1599999999999966,23-28,8-12
2001,4,95.1905580618816,-213.13,25.63388414055082,13.441389743589744,14,509.1,2001-04-01,-213.06,-0.06999999999999318,23-28,12-16
2001,5,265.02622479196236,-213.35,27.961860123150448,15.921215880893298,12,637.8387096774194,2001-05-01,-213.13,-0.21999999999999886,23-28,12-16
2001,6,0.0,-213.64,30.69493827160494,18.839671794871794,0,740.8,2001-06-01,-213.35,-0.28999999999999204,28-31,16-19
2001,7,0.0,-213.96,32.102134408602154,21.107260132340777,0,704.3225806451613,2001-07-01,-213.64,-0.3200000000000216,31-34,19-23
2001,8,0.0,-214.28,32.42932005330392,22.154550684679716,0,668.7096774193549,2001-08-01,-213.96,-0.3199999999999932,31-34,19-23
2001,9,0.625,-214.61,30.531267806267806,20.25876809116809,1,603.0,2001-09-01,-214.28,-0.3300000000000125,28-31,19-23
2001,10,405.6237960732232,-214.77,27.87444168734491,17.39590570719603,13,514.0645161290323,2001-10-01,-214.61,-0.1599999999999966,23-28,16-19
2001,11,1355.3219257071237,-214.87,22.40176794871795,12.691493589743592,20,407.2,2001-11-01,-214.77,-0.09999999999999432,17-23,12-16
2001,12,1972.5518263393965,-214.68,17.39957113316791,9.590580093741385,23,286.06451612903226,2001-12-01,-214.87,0.18999999999999773,11-17,8-12
2002,1,1891.9680516920293,-214.26,15.02863116572794,6.837482932240994,22,325.83870967741933,2002-01-01,-214.68,0.4200000000000159,11-17,3-8
2002,2,666.3024108510616,-213.98,20.044722184537,9.164915057507649,13,460.44444444444446,2002-02-01,-214.26,0.28000000000000114,17-23,8-12
2002,3,1043.5239586839907,-213.63,21.82123655913979,11.150277351083805,19,417.5806451612903,2002-03-01,-213.98,0.3499999999999943,17-23,8-12
2002,4,580.6199182597055,-213.19,22.696424162257493,12.587597001763667,19,441.9,2002-04-01,-213.63,0.4399999999999977,17-23,12-16
2002,5,69.86402630069281,-213.21,26.5339435057177,15.091662399726916,6,668.9032258064516,2002-05-01,-213.19,-0.020000000000010232,23-28,12-16
2002,6,0.0,-213.44,30.698887766129143,19.35698321474183,0,731.4827586206897,2002-06-01,-213.21,-0.22999999999998977,28-31,16-19
2002,7,0.0,-213.71,33.04965437788019,22.485944700460823,0,719.516129032258,2002-07-01,-213.44,-0.27000000000001023,31-34,19-23
2002,8,3.095238095238095,-214.01,32.64166239972692,22.511495135688683,3,684.5806451612904,2002-08-01,-213.71,-0.29999999999998295,31-34,19-23
2002,9,29.25692640692641,-214.24,32.07523368606702,20.53770112603446,7,620.8,2002-09-01,-214.01,-0.2300000000000182,31-34,19-23
2002,10,231.4128842013617,-214.32,29.13727598566308,18.339187574671445,11,463.258064516129,2002-10-01,-214.24,-0.07999999999998408,28-31,16-19
2002,11,524.0135038865926,-214.41,24.79962962962963,13.839259259259261,15,439.2,2002-11-01,-214.32,-0.09000000000000341,23-28,12-16
2002,12,3517.4286558978947,-214.08,17.539307048984465,9.932974910394265,26,305.3225806451613,2002-12-01,-214.41,0.3299999999999841,11-17,8-12
2003,1,1421.3853172509316,-213.7,17.949655172413795,9.67658880237301,22,337.64516129032256,2003-01-01,-214.08,0.3800000000000239,17-23,8-12
2003,2,2708.0937068888584,-211.83,15.353061337994598,8.116666401822132,27,253.07142857142858,2003-02-01,-213.7,1.8699999999999761,11-17,3-8
2003,3,1683.6225410100094,-210.3,17.48877926318541,8.854888944705586,25,346.93548387096774,2003-03-01,-211.83,1.5300000000000011,11-17,8-12
2003,4,306.48704345974755,-209.78,23.75181353767561,12.830592805449129,14,473.6,2003-04-01,-210.3,0.5200000000000102,23-28,12-16
2003,5,31.266691024235783,-209.72,31.40444938820912,18.65083426028921,6,676.258064516129,2003-05-01,-209.78,0.060000000000002274,31-34,16-19
2003,6,1.25,-209.85,30.363908045977002,19.517413945143822,2,723.5,2003-06-01,-209.72,-0.12999999999999545,28-31,19-23
2003,7,0.0,-210.1,32.146992690290794,21.910082631495314,0,712.6451612903226,2003-07-01,-209.85,-0.25,31-34,19-23
2003,8,0.0,-210.4,32.69691323692992,22.57177419354839,0,693.3870967741935,2003-08-01,-210.1,-0.30000000000001137,31-34,19-23
2003,9,6.676923076923076,-210.7,30.57149425287356,20.103513957307065,3,622.3,2003-09-01,-210.4,-0.29999999999998295,28-31,19-23
2003,10,149.17636160411868,-210.9,28.702482623255705,17.798005426370274,5,516.3870967741935,2003-10-01,-210.7,-0.20000000000001705,23-28,16-19
2003,11,550.4447326678003,-211.06,23.84816912972085,14.267188013136288,15,429.1,2003-11-01,-210.9,-0.1599999999999966,23-28,12-16
2003,12,1619.5848992968035,-211.03,17.79221357063404,10.195328142380424,22,317.51612903225805,2003-12-01,-211.06,0.030000000000001137,11-17,8-12
2004,1,2821.00660721108,-209.98,15.487736815156168,8.254382147124081,26,261.0,2004-01-01,-211.03,1.0500000000000114,11-17,3-8
2004,2,1107.4486985213214,-209.135,17.083657179346837,8.406590950556465,23,342.9310344827586,2004-02-01,-209.98,0.8449999999999989,11-17,3-8
2004,3,205.9788665960802,-208.89,22.05691244239631,10.822580645161292,8,485.1290322580645,2004-03-01,-209.135,0.24500000000000455,17-23,8-12
2004,4,144.97578734066317,-208.91,24.47369047619048,12.911309523809523,14,528.7,2004-04-01,-208.89,-0.020000000000010232,23-28,12-16
2004,5,19.70671067106711,-209.055,27.223883680279677,15.769680597489275,7,597.483870967742,2004-05-01,-208.91,-0.14500000000001023,23-28,12-16
2004,6,0.0,-209.33,29.712688834154353,18.960652709359604,0,733.7,2004-06-01,-209.055,-0.2750000000000057,28-31,16-19
2004,7,0.0,-209.665,32.57674082313682,21.58344086021506,0,722.7096774193549,2004-07-01,-209.33,-0.33499999999997954,31-34,19-23
2004,8,0.0,-210.07,31.621522719389528,21.525050294831765,0,677.8064516129032,2004-08-01,-209.665,-0.40500000000000114,31-34,19-23
2004,9,0.0,-210.395,31.120930663700417,19.63253244345569,0,622.1379310344828,2004-09-01,-210.07,-0.32500000000001705,28-31,19-23
2004,10,135.08063748035542,-210.68,29.413195889698233,18.12157258064516,10,516.1935483870968,2004-10-01,-210.395,-0.2849999999999966,28-31,16-19
2004,11,1208.0814735361373,-210.8,23.019532930107527,13.765178091397846,15,395.3,2004-11-01,-210.68,-0.12000000000000455,17-23,12-16
2004,12,626.5752461497357,-210.84,16.584879032258065,7.77076612903226,19,349.93548387096774,2004-12-01,-210.8,-0.03999999999999204,11-17,3-8
2005,1,1685.2759524320143,-210.57,16.140480185570585,8.112142516475894,21,247.61290322580646,2005-01-01,-210.84,0.27000000000001023,11-17,3-8
2005,2,1492.0932308250597,-209.78,15.877120535714285,8.05167770737327,21,332.35714285714283,2005-02-01,-210.57,0.789999999999992,11-17,3-8
2005,3,229.4157144064505,-209.64,20.427321800208116,9.568906087408946,12,468.0967741935484,2005-03-01,-209.78,0.14000000000001478,17-23,8-12
2005,4,96.61419903934001,-209.7,24.793117261322905,13.240985764907135,8,479.6,2005-04-01,-209.64,-0.060000000000002274,23-28,12-16
2005,5,138.87700777849304,-209.94,26.79382726697717,15.360936691392098,6,680.6129032258065,2005-05-01,-209.7,-0.2400000000000091,23-28,12-16
2005,6,12.692307692307692,-210.26,29.499705882352945,18.79394533571004,1,722.7,2005-06-01,-209.94,-0.3199999999999932,28-31,16-19
2005,7,2.3791666666666664,-210.65,32.18715098942803,21.5975196530225,2,732.0,2005-07-01,-210.26,-0.3900000000000148,31-34,19-23
2005,8,6.25,-211.075,32.480092165898625,22.289284358904847,1,686.7096774193549,2005-08-01,-210.65,-0.42499999999998295,31-34,19-23
2005,9,80.42966192562713,-211.37,31.189047619047624,20.26090476190476,6,598.7,2005-09-01,-211.075,-0.2950000000000159,31-34,19-23
2005,10,247.64705501728307,-211.635,27.38995391705069,16.4413418270534,7,523.5483870967741,2005-10-01,-211.37,-0.26499999999998636,23-28,12-16
2005,11,709.3910067288299,-211.71,22.01609523809524,12.406145658263306,15,428.2,2005-11-01,-211.635,-0.07500000000001705,17-23,12-16
2005,12,1364.7963969124187,-211.64,19.4532583355923,10.643431824342642,12,317.3225806451613,2005-12-01,-211.71,0.0700000000000216,17-23,8-12
2006,1,1483.9755250776948,-211.41,15.599484955272432,8.180205278592373,26,284.4193548387097,2006-01-01,-211.64,0.22999999999998977,11-17,3-8
2006,2,751.618929116113,-211.0,17.514897959183674,8.850744297719087,18,331.17857142857144,2006-02-01,-211.41,0.4099999999999966,11-17,8-12
2006,3,206.3725518181202,-210.865,20.714835998915696,9.849243697478993,13,439.5483870967742,2006-03-01,-211.0,0.1349999999999909,17-23,8-12
2006,4,1104.0916587311542,-210.69,23.309722689075627,12.811117647058824,16,412.0,2006-04-01,-210.865,0.17500000000001137,17-23,12-16
2006,5,1.626530612244898,-210.74,27.165806451612905,15.392718894009215,2,675.7741935483871,2006-05-01,-210.69,-0.05000000000001137,23-28,12-16
2006,6,0.0,-210.96,30.553238095238104,19.28552380952381,0,731.8,2006-06-01,-210.74,-0.21999999999999886,28-31,16-19
2006,7,0.0,-211.275,31.153797941463978,21.354961843975126,0,697.741935483871,2006-07-01,-210.96,-0.3149999999999977,31-34,19-23
2006,8,66.25,-211.58,32.633839342188494,21.993840564084877,2,683.6129032258065,2006-08-01,-211.275,-0.3050000000000068,31-34,19-23
2006,9,28.814379084967317,-211.89,31.67979036690433,20.555399110890686,3,601.4,2006-09-01,-211.58,-0.30999999999997385,31-34,19-23
2006,10,1077.5300136846781,-212.03,27.1948481880691,17.1544279368639,20,477.5806451612903,2006-10-01,-211.89,-0.14000000000001478,23-28,16-19
2006,11,431.6909164838443,-212.11,21.551435308972074,11.481172942661912,11,441.1,2006-11-01,-212.03,-0.0800000000000125,17-23,8-12
2006,12,710.2150578781936,-212.18,17.038519924098672,7.069734345351043,11,390.19354838709677,2006-12-01,-212.11,-0.06999999999999318,11-17,3-8
2007,1,1113.1657144502778,-212.02,15.886143398197726,7.137432508909588,12,362.4193548387097,2007-01-01,-212.18,0.1599999999999966,11-17,3-8
2007,2,1367.9968987882614,-211.535,16.838577597840757,8.683481781376518,20,327.96,2007-02-01,-212.02,0.48500000000001364,11-17,8-12
2007,3,655.2110293128723,-211.195,19.038538205593564,9.510667550839965,18,405.1034482758621,2007-03-01,-211.535,0.3400000000000034,17-23,8-12
2007,4,295.15893454504413,-211.065,22.639184981684984,12.245686813186811,16,472.39285714285717,2007-04-01,-211.195,0.12999999999999545,17-23,12-16
2007,5,223.20926927600493,-211.16,28.758387096774197,17.306935483870966,11,535.1612903225806,2007-05-01,-211.065,-0.09499999999999886,28-31,16-19
2007,6,5.125,-211.38,30.581920940170946,19.359177350427352,1,710.6,2007-06-01,-211.16,-0.21999999999999886,28-31,16-19
2007,7,0.0,-211.74,32.25141869918699,21.676221544715453,0,728.6,2007-07-01,-211.38,-0.36000000000001364,31-34,19-23
2007,8,0.0,-212.06,31.856931964056482,22.291245186136074,0,654.9473684210526,2007-08-01,-211.74,-0.3199999999999932,31-34,19-23
2007,9,16.368952552823522,-212.35,30.525780286786382,20.823038115339944,5,611.3571428571429,2007-09-01,-212.06,-0.28999999999999204,28-31,19-23
2007,10,54.423562711798006,-212.545,29.090206436626577,18.530439099321868,5,532.6451612903226,2007-10-01,-212.35,-0.19499999999999318,28-31,16-19
2007,11,938.8022067244949,-212.64,23.258330469316835,13.396150761828384,14,412.86206896551727,2007-11-01,-212.545,-0.09499999999999886,17-23,12-16
2007,12,958.747839725377,-212.59,17.70469696969697,9.251666666666667,21,345.3,2007-12-01,-212.64,0.04999999999998295,11-17,8-12
2008,1,1276.698655881854,-212.43,13.826427532603773,5.415655675876524,19,370.35483870967744,2008-01-01,-212.59,0.1599999999999966,11-17,3-8
2008,2,737.8257747429562,-212.16,16.92498896305838,7.437560901098759,18,407.2758620689655,2008-02-01,-212.43,0.27000000000001023,11-17,3-8
2008,3,132.6884490557072,-212.06,22.640346477029077,11.620442440542107,8,467.42857142857144,2008-03-01,-212.16,0.09999999999999432,17-23,8-12
2008,4,9.808090303693753,-212.17,27.43615702479339,14.825723140495866,7,565.0909090909091,2008-04-01,-212.06,-0.10999999999998522,23-28,12-16
2008,5,67.45025568355479,-212.48,26.69146868686869,14.835947474747472,7,714.72,2008-05-01,-212.17,-0.3100000000000023,23-28,12-16
2008,6,0.0,-212.39,30.948888888888884,17.72888888888889,0,804.0,2008-06-01,-212.48,0.09000000000000341,28-31,16-19
2015,1,1726.5539575031762,-212.6,15.85728328920673,7.478085153285632,17,327.82758620689657,2015-01-01,-212.39,-0.21000000000000796,11-17,3-8
2015,2,1581.6779980437598,-212.13,17.463351678467955,8.400620639767927,20,382.44444444444446,2015-02-01,-212.6,0.46999999999999886,11-17,3-8
2015,3,309.1946369559162,-211.89,21.806828005702727,11.504797790356678,17,552.5806451612904,2015-03-01,-212.13,0.2400000000000091,17-23,8-12
2015,4,697.2697703048098,-211.76,23.851823467230442,12.140457762662011,14,576.8,2015-04-01,-211.89,0.12999999999999545,23-28,8-12
2015,5,67.64169247644625,-211.855,29.138591273966743,16.966012084613475,8,650.9032258064516,2015-05-01,-211.76,-0.09499999999999886,28-31,16-19
2015,6,23.857407407407408,-212.095,29.431057082452433,19.09392353770261,4,683.8,2015-06-01,-211.855,-0.2400000000000091,28-31,16-19
2015,7,0.0,-212.35,32.62510570824524,21.364256973334246,0,736.5483870967741,2015-07-01,-212.095,-0.25499999999999545,31-34,19-23
2015,8,0.0,-212.64,34.76321114369502,23.73277940697295,0,689.516129032258,2015-08-01,-212.35,-0.28999999999999204,31-34,19-23
2015,9,64.84469696969697,-212.805,33.987141414141405,23.09103703703704,5,538.9,2015-09-01,-212.64,-0.16500000000002046,31-34,19-23
2015,10,575.0186755930686,-212.93,29.602061348670507,19.231593125554113,14,472.83870967741933,2015-10-01,-212.805,-0.125,28-31,16-19
2015,11,576.2940366090736,-213.02,24.10649711399711,14.642727272727274,15,369.7,2015-11-01,-212.93,-0.09000000000000341,23-28,12-16
2015,12,775.5499022295242,-213.01,18.528905105064144,8.553875855327467,16,407.2258064516129,2015-12-01,-213.02,0.010000000000019327,17-23,8-12
2016,1,1371.2298129200262,-212.82,15.729382913910294,7.593766699250571,22,271.741935483871,2016-01-01,-213.01,0.18999999999999773,11-17,3-8
2016,2,817.4355245650837,-212.585,20.809649947753396,10.030572971090214,12,455.0689655172414,2016-02-01,-212.82,0.23499999999998522,17-23,8-12
2016,3,341.63930279049634,-212.43,22.635262626262627,11.765225589225588,15,481.1,2016-03-01,-212.585,0.15500000000000114,17-23,8-12
2016,4,214.65762028772656,-212.365,28.19693434343434,14.63226936026936,7,607.4,2016-04-01,-212.43,0.06499999999999773,23-28,12-16
2016,5,115.39892613337513,-212.5,28.796399478657545,16.98279569892473,11,658.5483870967741,2016-05-01,-212.365,-0.1349999999999909,28-31,16-19
2016,6,0.25,-212.755,33.34205387205388,20.556666666666665,1,749.4,2016-06-01,-212.5,-0.25499999999999545,31-34,19-23
2016,7,0.0,-213.06,33.1113063581552,22.569492600422837,0,733.5,2016-07-01,-212.755,-0.3050000000000068,31-34,19-23
2016,8,0.0,-213.315,33.3262138047138,23.617925925925924,0,649.9,2016-08-01,-213.06,-0.25499999999999545,31-34,19-23
2016,9,18.88961038961039,-213.55,31.73942592592592,20.798666666666666,2,622.4,2016-09-01,-213.315,-0.23500000000001364,31-34,19-23
2016,10,65.69037546271815,-213.715,30.390962854349947,18.070322580645165,3,591.1935483870968,2016-10-01,-213.55,-0.16499999999999204,28-31,16-19
2016,11,151.8421506239314,-213.835,24.340141140083006,13.943023569023572,6,431.1,2016-11-01,-213.715,-0.12000000000000455,23-28,12-16
2016,12,2446.572868462945,-213.605,15.871437240623285,7.978679560462504,23,312.0,2016-12-01,-213.835,0.2300000000000182,11-17,3-8
2017,1,797.0638955792133,-213.385,16.049429539986875,7.318344025661586,19,385.0344827586207,2017-01-01,-213.605,0.21999999999999886,11-17,3-8
2017,2,437.43600682154334,-213.165,17.31795907580791,6.542288961038961,8,426.64285714285717,2017-02-01,-213.385,0.21999999999999886,11-17,3-8
2017,3,354.92017279103817,-213.0,20.747551092318528,10.212803030303032,16,457.3,2017-03-01,-213.165,0.16499999999999204,17-23,8-12
2017,4,142.220891165295,-212.96,25.759508456659614,13.093030303030304,7,548.9,2017-04-01,-213.0,0.03999999999999204,23-28,12-16
2017,5,43.464613754510594,-213.105,29.007048596564726,16.589222873900294,8,700.258064516129,2017-05-01,-212.96,-0.1449999999999818,28-31,16-19
2017,6,0.5,-213.335,31.237776603241723,19.53679175475687,1,755.9,2017-06-01,-213.105,-0.2300000000000182,31-34,19-23
2017,7,0.0,-213.6,34.46126880152094,23.165412781766868,0,714.1935483870968,2017-07-01,-213.335,-0.26499999999998636,31-34,19-23
2017,8,0.0,-213.875,33.489101263307354,22.624462937614062,0,694.0714285714286,2017-08-01,-213.6,-0.2750000000000057,31-34,19-23
2017,9,10.977777777777778,-214.11,32.177117017349566,21.213106762462974,3,619.1,2017-09-01,-213.875,-0.23500000000001364,31-34,19-23
2017,10,385.5447385484527,-214.26,28.31857629041406,17.20712678169543,11,552.6774193548387,2017-10-01,-214.11,-0.14999999999997726,23-28,16-19
2017,11,453.66362836343546,-214.34,23.587565522332962,13.518914728682171,16,419.6,2017-11-01,-214.26,-0.0800000000000125,23-28,12-16
2017,12,596.6800485646557,-214.375,20.85480834494338,11.089316972100168,12,301.83870967741933,2017-12-01,-214.34,-0.03499999999999659,17-23,8-12
2018,1,2570.6588714656505,-213.94,16.32449981543005,8.637906976744185,22,293.4,2018-01-01,-214.375,0.4350000000000023,11-17,8-12
2018,2,828.8439868276874,-213.57,20.14751469460772,10.271709685663174,12,363.34615384615387,2018-02-01,-213.94,0.37000000000000455,17-23,8-12
2018,3,107.68409431071065,-213.43,24.016128814433575,11.866008462045823,10,526.9354838709677,2018-03-01,-213.57,0.13999999999998636,23-28,8-12
2018,4,512.8703624135408,-213.355,25.669929863418236,13.655710594315243,11,570.7,2018-04-01,-213.43,0.07500000000001705,23-28,12-16
2018,5,303.99514739819585,-213.45,30.660144524371503,19.107399497958117,16,573.6774193548387,2018-05-01,-213.355,-0.09499999999999886,28-31,16-19
2018,6,141.2435259856631,-213.67,31.06030197444831,20.184920634920637,7,716.7,2018-06-01,-213.45,-0.21999999999999886,28-31,19-23
2018,7,0.0,-213.94,32.703542702380226,22.379172041569756,0,720.483870967742,2018-07-01,-213.67,-0.27000000000001023,31-34,19-23
2018,8,5.583333333333333,-214.215,32.58388059016087,22.88406544412838,2,640.1935483870968,2018-08-01,-213.94,-0.2750000000000057,31-34,19-23
2018,9,40.2384842577825,-214.415,32.35474845846637,21.327947913874745,4,631.8333333333334,2018-09-01,-214.215,-0.19999999999998863,31-34,19-23
2018,10,518.6792772559162,-214.61,29.02051534225019,18.882059495710163,14,460.64516129032256,2018-10-01,-214.415,-0.1950000000000216,28-31,16-19
2018,11,781.6993229141478,-214.65,23.51523983739838,14.05878629500581,20,378.1666666666667,2018-11-01,-214.61,-0.03999999999999204,23-28,12-16
2018,12,1710.9572555943173,-214.47,17.688001392239197,10.931658923732094,26,278.2,2018-12-01,-214.65,0.18000000000000682,11-17,8-12
2019,1,2013.7822322704887,-213.575,16.322147821363007,7.694502454010715,18,414.19354838709677,2019-01-01,-214.47,0.8950000000000102,11-17,3-8
2019,2,1545.8613890699787,-212.915,17.417627447320392,8.680066782810686,21,405.35714285714283,2019-02-01,-213.575,0.6599999999999966,11-17,8-12
2019,3,1258.201814947614,-212.07,18.396025938830814,9.474603174603176,22,359.5,2019-03-01,-212.915,0.8449999999999989,17-23,8-12
2019,4,408.65450090928516,-211.295,22.719738976330646,11.74145940966799,13,530.1724137931035,2019-04-01,-212.07,0.7750000000000057,17-23,8-12
2019,5,7.1147425894198495,-211.185,30.814838335019296,16.783331460042714,5,682.741935483871,2019-05-01,-211.295,0.10999999999998522,28-31,16-19
